"PGA","PGV","Sa(T1)","Es","nu","rho","xi","c","phi","Ec","fy","tseg","mu","moment_ratio","diameter_strain_rate"
"0.6163543","0.079020029","0.480018339","67524283.48008092","0.42893443676562565","2134.979515690844","0.041470559648135286","28415.171342391193","14.165472721545942","32465009668.38486","0.0063705022750284454","0.354747879155654","0.6012083187181508","1.909168684354506","4.365757291355002"
"0.27910104","0.02716521","0.338969624","63526743.585216045","0.44335446082397134","2041.074371424795","0.04885354456647057","30795.877756500402","12.98503673500714","30150438614.241302","0.005886174278797084","0.3479058869151326","0.6047228760812275","0.6341225104275077","1.2343481875388123"
"0.39177916","0.028303152","0.355978761","54521978.292833805","0.4219604381675902","1845.5603363017128","0.061562043419937706","26495.10822818231","11.929355308734664","30746771853.36596","0.00615025254298537","0.3453801171481642","0.5994039668189479","0.801163317378376","0.875955264436804"
"0.14636444","0.026061646","0.216912443","59698892.90440428","0.4283409228012352","1887.9012765443024","0.03639681729093015","29406.204015211482","13.267715841459244","37360747784.89479","0.006316172581948828","0.3564908145561341","0.6047202736831019","0.6906115565564995","0.8647835476854089"
"0.27653177","0.038935485","0.456322805","52624247.21151525","0.43378871762228666","1877.1711167643139","0.043517782028313017","30885.556527019926","10.043824869031946","32559598475.13496","0.005478911496593718","0.34882253190001017","0.5963815648064811","1.237267309061512","1.574293487833658"
"0.65274901","0.076688289","0.736645625","57223997.14376874","0.4172656360454946","2020.6063952092402","0.04051327065712611","26085.405136862068","13.222781354242459","28882181572.34961","0.00541627979782996","0.34884297273659914","0.5993544847672727","2.268173962627912","2.844823827565932"
"0.99108436","0.094182579","0.995699921","58243011.72538547","0.41716790859537817","2015.7502881993216","0.03823845781716377","35137.49402809229","10.948375218002951","28417036354.491688","0.005656132829857851","0.3494795175852954","0.6025323738896549","2.5737010660602766","4.079942132987938"
"0.6046481","0.077498405","1.841028161","62532796.00028394","0.4206039290464329","1884.2054524295806","0.04077041895132204","30059.52342363915","13.209022857007477","39960464780.217155","0.0059987974363951745","0.34986743782762325","0.6030691823354296","2.256609430559938","2.6276529055065594"
"0.30392783","0.043569608","0.346200578","59926754.87714876","0.44364665754312677","1945.550191526863","0.0643034493479562","27078.894941830575","11.011792622741172","29527006892.021137","0.00555496253867069","0.35233665925994734","0.595627995928926","0.8080321381733278","1.3073654743363594"
"0.37047486","0.034616248","0.477564058","58409905.579573005","0.4152131270916801","1969.9751875083205","0.05390345694757062","26139.92133684021","13.917073869639008","34477087824.67574","0.005508562011699985","0.3543699671718213","0.6041407663475357","1.0935399842630154","1.5076402629450643"
"0.26131387","0.029515651","0.434941989","52945243.32894474","0.42045910325668134","1867.319930897839","0.038158253480015294","27776.449880839766","11.174953624470271","39901161378.33315","0.005789518662367575","0.3526902922124662","0.5974504346691951","1.4441442537314253","1.102790528202526"
"0.8941185","0.075041986","1.041459547","53418871.68071855","0.4333779617721503","1785.6889612136636","0.055810712745262794","28013.009433402513","10.752206172022088","34433663875.356415","0.006413859245132653","0.3480588971875519","0.5984650714526862","2.386858675195622","3.4665914625993666"
